NPC名	X座標	Y座標	★
南東砦986	854	-507	★4
南東砦987	855	-546	★2
南東砦988	855	-591	★1
南東砦989	854	-642	★1
南東砦990	854	-680	★1
南東砦991	859	-725	★4
南東砦992	856	-771	★2
南東砦993	856	-812	★1
南東砦994	862	-862	★2
南東砦995	860	-903	★3
南東砦996	856	-944	★1
南東砦997	856	-987	★3
南東砦998	861	-1032	★2
南東砦999	859	-1076	★4
南東砦1000	856	-1123	★3
南東砦1001	862	-1165	★4
南東砦1002	857	-1213	★1
南東砦1003	856	-1258	★1
南東砦1004	879	-86	★5
南東砦1005	881	-132	★5
南東砦1006	881	-174	★2
南東砦1007	877	-220	★3
南東砦1008	876	-263	★1
南東砦1009	882	-310	★5
南東砦1010	879	-348	★3
南東砦1011	883	-399	★3
南東砦1012	881	-436	★2
南東砦1013	882	-488	★1
南東砦1014	881	-524	★5
南東砦1015	884	-568	★2
南東砦1016	884	-612	★1
南東砦1017	884	-664	★5
南東砦1018	881	-701	★1
南東砦1019	878	-748	★2
南東砦1020	881	-788	★3
南東砦1021	876	-832	★2
南東砦1022	883	-883	★5
南東砦1023	883	-927	★1
南東砦1024	876	-970	★1
南東砦1025	876	-1014	★5
南東砦1026	876	-1059	★4
南東砦1027	877	-1098	★4
南東砦1028	879	-1147	★1
南東砦1029	883	-1188	★4
南東砦1030	884	-1230	★1
南東砦1031	876	-1276	★1
南東砦1032	899	-110	★2
南東砦1033	901	-154	★5
南東砦1034	899	-197	★3
南東砦1035	905	-241	★5
南東砦1036	903	-286	★2
南東砦1037	901	-332	★4
南東砦1038	903	-375	★2
南東砦1039	904	-414	★3
南東砦1040	904	-460	★3
南東砦1041	905	-504	★1
南東砦1042	902	-547	★2
南東砦1043	905	-595	★1
南東砦1044	900	-639	★5
南東砦1045	900	-679	★5
南東砦1046	902	-730	★1
南東砦1047	902	-766	★2
南東砦1048	899	-812	★5
南東砦1049	900	-861	★3
南東砦1050	904	-899	★5
南東砦1051	898	-947	★3
南東砦1052	905	-993	★2
南東砦1053	899	-1034	★5
南東砦1054	906	-1079	★2
南東砦1055	903	-1123	★2
南東砦1056	902	-1162	★2
南東砦1057	900	-1212	★2
南東砦1058	900	-1257	★1
南東砦1059	928	-89	★1
南東砦1060	926	-133	★2
南東砦1061	926	-179	★4
南東砦1062	922	-223	★1
南東砦1063	920	-261	★1
南東砦1064	926	-309	★4
南東砦1065	924	-349	★5
南東砦1066	924	-393	★4
南東砦1067	920	-441	★2
南東砦1068	921	-488	★1
南東砦1069	922	-528	★4
南東砦1070	925	-570	★3
南東砦1071	924	-619	★3
南東砦1072	921	-661	★2
南東砦1073	922	-708	★1
南東砦1074	926	-747	★3
南東砦1075	926	-796	★2
南東砦1076	920	-837	★2
南東砦1077	924	-880	★1
南東砦1078	922	-925	★3
南東砦1079	927	-965	★3
南東砦1080	923	-1009	★5
南東砦1081	927	-1059	★1
南東砦1082	928	-1097	★5
南東砦1083	928	-1148	★3
南東砦1084	927	-1192	★5
南東砦1085	924	-1236	★2
南東砦1086	927	-1273	★1
南東砦1087	949	-19	★2
南東砦1088	946	-63	★3
南東砦1089	950	-109	★2
南東砦1090	950	-157	★3
南東砦1091	942	-195	★3
南東砦1092	947	-239	★1
南東砦1093	945	-289	★3
南東砦1094	947	-331	★3
南東砦1095	943	-378	★4
南東砦1096	946	-414	★2
南東砦1097	950	-460	★2
南東砦1098	950	-505	★2
南東砦1099	947	-546	★3
南東砦1100	946	-597	★3
南東砦1101	945	-640	★4
南東砦1102	949	-681	★2
南東砦1103	948	-730	★2
南東砦1104	943	-766	★4
南東砦1105	947	-811	★2
南東砦1106	943	-858	★4
南東砦1107	943	-901	★1
南東砦1108	944	-943	★1
南東砦1109	944	-988	★3
南東砦1110	943	-1030	★2
南東砦1111	943	-1076	★4
南東砦1112	942	-1119	★2
南東砦1113	947	-1168	★1
南東砦1114	942	-1214	★5
南東砦1115	947	-1250	★5
南東砦1116	967	-46	★1
南東砦1117	965	-88	★1
南東砦1118	970	-131	★1
南東砦1119	965	-174	★2
南東砦1120	971	-219	★2
南東砦1121	964	-268	★2
南東砦1122	970	-309	★3
南東砦1123	970	-356	★5
南東砦1124	966	-393	★3
南東砦1125	968	-444	★4
南東砦1126	966	-488	★1
南東砦1127	964	-530	★2
南東砦1128	972	-574	★5
南東砦1129	964	-617	★1
南東砦1130	970	-657	★2
南東砦1131	965	-704	★2
南東砦1132	966	-747	★2
南東砦1133	968	-791	★2
南東砦1134	972	-840	★3
南東砦1135	969	-876	★1
南東砦1136	971	-925	★3
南東砦1137	966	-971	★1
南東砦1138	965	-1012	★1
南東砦1139	966	-1052	★1
南東砦1140	972	-1100	★3
南東砦1141	971	-1144	★4
南東砦1142	964	-1184	★1
南東砦1143	968	-1229	★1
南東砦1144	972	-1272	★5
南東砦1145	987	-23	★3
南東砦1146	990	-64	★2
南東砦1147	988	-110	★4
南東砦1148	993	-156	★1
南東砦1149	992	-197	★3
南東砦1150	994	-246	★1
南東砦1151	994	-284	★1
南東砦1152	992	-328	★5
南東砦1153	992	-374	★1
南東砦1154	986	-417	★2
南東砦1155	994	-458	★1
南東砦1156	993	-509	★1
南東砦1157	992	-548	★3
南東砦1158	989	-592	★4
南東砦1159	994	-635	★2
南東砦1160	989	-683	★1
南東砦1161	991	-730	★1
南東砦1162	994	-769	★4
南東砦1163	989	-816	★3
南東砦1164	988	-858	★4
南東砦1165	987	-901	★2
南東砦1166	991	-948	★2
南東砦1167	993	-1258	★5
南東砦1168	1016	-43	★1
南東砦1169	1013	-89	★4
南東砦1170	1014	-130	★1
南東砦1171	1015	-175	★2
南東砦1172	1015	-216	★4
南東砦1173	1009	-261	★4
南東砦1174	1009	-312	★1
南東砦1175	1013	-350	★1
南東砦1176	1010	-396	★3
南東砦1177	1016	-444	★1
南東砦1178	1008	-482	★3
南東砦1179	1008	-530	★3
南東砦1180	1008	-568	★2
南東砦1181	1008	-617	★3
南東砦1182	1015	-664	★1
南東砦1183	1009	-706	★1
南東砦1184	1009	-747	★5
南東砦1185	1008	-791	★3
南東砦1186	1008	-834	★5
南東砦1187	1014	-880	★2
南東砦1188	1015	-927	★5
南東砦1189	1016	-969	★3
南東砦1190	1015	-1236	★2
南東砦1191	1015	-1280	★3
南東砦1192	1035	-20	★2
南東砦1193	1035	-63	★1
南東砦1194	1038	-113	★2
南東砦1195	1034	-156	★2
南東砦1196	1037	-197	★3
南東砦1197	1037	-244	★3
南東砦1198	1032	-287	★1
南東砦1199	1031	-333	★5
南東砦1200	1034	-373	★3
南東砦1201	1030	-421	★2
南東砦1202	1038	-463	★5
南東砦1203	1032	-507	★4
南東砦1204	1036	-552	★5
南東砦1205	1033	-596	★3
南東砦1206	1038	-634	★3
南東砦1207	1035	-685	★2
南東砦1208	1031	-728	★4
南東砦1209	1033	-771	★3
南東砦1210	1038	-815	★5
南東砦1211	1031	-860	★3
南東砦1212	1037	-906	★1
南東砦1213	1038	-946	★1
南東砦1214	1036	-1254	★3
南東砦1215	1059	-133	★1
南東砦1216	1056	-172	★4
南東砦1217	1055	-219	★1
南東砦1218	1054	-260	★4
南東砦1219	1056	-311	★2
南東砦1220	1053	-352	★1
南東砦1221	1053	-396	★5
南東砦1222	1058	-438	★3
南東砦1223	1059	-481	★2
南東砦1224	1053	-532	★3
南東砦1225	1057	-573	★2
南東砦1226	1059	-619	★2
南東砦1227	1057	-657	★2
南東砦1228	1057	-707	★2
南東砦1229	1059	-834	★2
南東砦1230	1052	-878	★3
南東砦1231	1057	-925	★1
南東砦1232	1055	-969	★2
南東砦1233	1056	-1228	★2
南東砦1234	1055	-1276	★5
南東砦1235	1078	-156	★3
南東砦1236	1077	-201	★3
南東砦1237	1080	-238	★3
南東砦1238	1081	-287	★1
南東砦1239	1079	-326	★2
南東砦1240	1079	-374	★2
南東砦1241	1078	-419	★2
南東砦1242	1082	-460	★3
南東砦1243	1076	-503	★2
南東砦1244	1080	-551	★4
南東砦1245	1081	-595	★2
南東砦1246	1080	-639	★3
南東砦1247	1081	-686	★3
南東砦1248	1076	-862	★3
南東砦1249	1078	-900	★2
南東砦1250	1078	-946	★3
南東砦1251	1079	-1255	★1
南東砦1252	1098	-132	★1
南東砦1253	1097	-310	★1
南東砦1254	1100	-351	★1
南東砦1255	1103	-400	★2
南東砦1256	1098	-441	★2
南東砦1257	1099	-484	★3
南東砦1258	1100	-524	★4
南東砦1259	1098	-575	★1
南東砦1260	1102	-618	★2
南東砦1261	1104	-662	★1
南東砦1262	1101	-703	★1
南東砦1263	1101	-838	★5
南東砦1264	1097	-884	★3
南東砦1265	1096	-928	★2
南東砦1266	1097	-970	★1
南東砦1267	1104	-1235	★1
南東砦1268	1104	-1276	★2
南東砦1269	1123	-152	★3
南東砦1270	1123	-289	★2
南東砦1271	1123	-327	★2
南東砦1272	1120	-372	★1
南東砦1273	1124	-421	★4
南東砦1274	1121	-462	★1
南東砦1275	1121	-509	★4
南東砦1276	1125	-549	★3
南東砦1277	1118	-590	★1
南東砦1278	1120	-638	★3
南東砦1279	1123	-679	★3
南東砦1280	1124	-859	★2
南東砦1281	1126	-900	★4
南東砦1282	1125	-947	★2
南東砦1283	1121	-1252	★2
南東砦1284	1142	-135	★5
南東砦1285	1143	-311	★1
南東砦1286	1141	-348	★2
南東砦1287	1140	-399	★4
南東砦1288	1148	-444	★2
南東砦1289	1146	-483	★2
南東砦1290	1140	-532	★4
南東砦1291	1146	-571	★2
南東砦1292	1143	-619	★3
南東砦1293	1140	-663	★5
南東砦1294	1141	-707	★2
南東砦1295	1140	-835	★5
南東砦1296	1141	-880	★4
南東砦1297	1145	-927	★2
南東砦1298	1148	-964	★2
南東砦1299	1148	-1231	★4
南東砦1300	1142	-1273	★1
南東砦1301	1165	-153	★4
南東砦1302	1162	-282	★1
南東砦1303	1165	-327	★3
南東砦1304	1168	-373	★5
南東砦1305	1163	-417	★5
南東砦1306	1165	-463	★3
南東砦1307	1169	-502	★4
南東砦1308	1169	-554	★3
南東砦1309	1167	-597	★2
南東砦1310	1169	-634	★5
南東砦1311	1167	-681	★3
南東砦1312	1169	-730	★1
南東砦1313	1165	-766	★4
南東砦1314	1162	-816	★5
南東砦1315	1165	-862	★3
南東砦1316	1164	-901	★5
南東砦1317	1165	-946	★3
南東砦1318	1165	-1255	★5
南東砦1319	1189	-136	★4
南東砦1320	1187	-307	★4
南東砦1321	1187	-354	★1
南東砦1322	1184	-396	★3
南東砦1323	1190	-438	★1
南東砦1324	1192	-485	★1
南東砦1325	1185	-525	★2
南東砦1326	1189	-568	★1
南東砦1327	1190	-617	★2
南東砦1328	1184	-663	★2
南東砦1329	1191	-702	★1
南東砦1330	1191	-751	★4
南東砦1331	1186	-796	★2
南東砦1332	1186	-840	★1
南東砦1333	1186	-876	★1
南東砦1334	1190	-926	★3
南東砦1335	1187	-969	★4
南東砦1336	1191	-1230	★1
南東砦1337	1192	-1272	★3
南東砦1338	1213	-151	★1
南東砦1339	1209	-200	★3
南東砦1340	1207	-246	★2
南東砦1341	1213	-290	★5
南東砦1342	1213	-330	★2
南東砦1343	1206	-378	★1
南東砦1344	1213	-417	★3
南東砦1345	1214	-463	★2
南東砦1346	1211	-505	★2
南東砦1347	1209	-548	★1
南東砦1348	1214	-596	★3
南東砦1349	1206	-641	★1
南東砦1350	1211	-678	★3
南東砦1351	1214	-725	★1
南東砦1352	1212	-768	★3
南東砦1353	1206	-812	★4
南東砦1354	1209	-858	★1
南東砦1355	1206	-898	★1
南東砦1356	1214	-950	★1
南東砦1357	1210	-1253	★3
南東砦1358	1233	-133	★4
南東砦1359	1236	-177	★1
南東砦1360	1228	-222	★5
南東砦1361	1236	-260	★3
南東砦1362	1234	-306	★3
南東砦1363	1230	-354	★1
南東砦1364	1236	-400	★1
南東砦1365	1231	-442	★2
南東砦1366	1231	-480	★4
南東砦1367	1228	-527	★3
南東砦1368	1229	-568	★3
南東砦1369	1236	-618	★1
南東砦1370	1232	-658	★2
南東砦1371	1234	-700	★2
南東砦1372	1234	-749	★3
南東砦1373	1235	-790	★4
南東砦1374	1229	-833	★1
南東砦1375	1235	-881	★4
南東砦1376	1229	-921	★5
南東砦1377	1236	-968	★2
南東砦1378	1230	-1010	★1
南東砦1379	1229	-1057	★1
南東砦1380	1230	-1104	★3
南東砦1381	1232	-1143	★2
南東砦1382	1231	-1192	★1
南東砦1383	1234	-1233	★5
南東砦1384	1232	-1280	★2
南東砦1385	1252	-152	★3
南東砦1386	1254	-202	★3
南東砦1387	1256	-241	★3
南東砦1388	1252	-288	★2
南東砦1389	1254	-334	★4
南東砦1390	1258	-376	★1
南東砦1391	1252	-421	★2
南東砦1392	1258	-461	★2
南東砦1393	1256	-508	★3
南東砦1394	1252	-552	★3
南東砦1395	1257	-590	★5
南東砦1396	1251	-641	★2
南東砦1397	1250	-680	★5
南東砦1398	1256	-726	★2
南東砦1399	1255	-768	★3
南東砦1400	1255	-813	★1
南東砦1401	1252	-857	★2
南東砦1402	1251	-904	★2
南東砦1403	1251	-949	★5
南東砦1404	1256	-990	★3
南東砦1405	1253	-1035	★2
南東砦1406	1250	-1077	★1
南東砦1407	1251	-1123	★4
南東砦1408	1253	-1170	★1
南東砦1409	1256	-1208	★2
南東砦1410	1253	-1252	★1
南東砦1411	1276	-135	★1
南東砦1412	1278	-177	★4
南東砦1413	1278	-216	★1
南東砦1414	1275	-268	★3
南東砦1415	1278	-306	★1
南東砦1416	1273	-353	★1
南東砦1417	1275	-396	★5
南東砦1418	1273	-437	★1
南東砦1419	1273	-480	★3
南東砦1420	1280	-528	★4
南東砦1421	1274	-571	★3
南東砦1422	1274	-612	★1
南東砦1423	1272	-661	★2
南東砦1424	1280	-700	★2
南東砦1425	1278	-744	★1
南東砦1426	1274	-791	★3
南東砦1427	1272	-834	★3
南東砦1428	1279	-883	★1
南東砦1429	1278	-927	★3
南東砦1430	1276	-967	★1
南東砦1431	1275	-1011	★2
南東砦1432	1273	-1056	★3
南東砦1433	1280	-1103	★2
南東砦1434	1274	-1144	★1
南東砦1435	1273	-1187	★4
南東砦1436	1273	-1229	★2
南東砦1437	1272	-1274	★4
南西砦1	-25	-246	★3
南西砦2	-26	-284	★4
南西砦3	-19	-326	★2
南西砦4	-22	-376	★2
南西砦5	-18	-417	★4
南西砦6	-18	-461	★2
南西砦7	-23	-508	★3
南西砦8	-22	-547	★5
南西砦9	-18	-593	★1
南西砦10	-23	-636	★3
南西砦11	-19	-678	★2
南西砦12	-24	-730	★5
南西砦13	-25	-772	★4
南西砦14	-22	-948	★2
南西砦15	-20	-987	★3
南西砦16	-19	-1038	★2
南西砦17	-43	-224	★2
南西砦18	-44	-266	★1
南西砦19	-48	-311	★2
南西砦20	-40	-351	★2
南西砦21	-42	-393	★2
南西砦22	-46	-444	★3
南西砦23	-46	-480	★1
南西砦24	-41	-527	★2
南西砦25	-41	-570	★2
南西砦26	-42	-614	★5
南西砦27	-44	-658	★1
南西砦28	-42	-707	★2
南西砦29	-41	-747	★1
南西砦30	-40	-969	★4
南西砦31	-40	-1012	★1
南西砦32	-69	-244	★2
南西砦33	-62	-290	★2
南西砦34	-65	-332	★1
南西砦35	-67	-376	★4
南西砦36	-65	-420	★3
南西砦37	-70	-464	★3
南西砦38	-63	-503	★2
南西砦39	-69	-550	★3
南西砦40	-65	-590	★4
南西砦41	-64	-642	★3
南西砦42	-67	-680	★1
南西砦43	-70	-729	★3
南西砦44	-66	-766	★2
南西砦45	-66	-946	★1
南西砦46	-67	-990	★1
南西砦47	-62	-1031	★3
南西砦48	-91	-221	★2
南西砦49	-92	-266	★3
南西砦50	-86	-311	★2
南西砦51	-86	-353	★4
南西砦52	-85	-398	★5
南西砦53	-91	-443	★3
南西砦54	-87	-483	★1
南西砦55	-84	-530	★3
南西砦56	-85	-575	★2
南西砦57	-90	-615	★5
南西砦58	-84	-662	★2
南西砦59	-89	-704	★1
南西砦60	-92	-749	★2
南西砦61	-91	-796	★4
南西砦62	-91	-840	★3
南西砦63	-87	-882	★3
南西砦64	-88	-928	★2
南西砦65	-91	-970	★5
南西砦66	-88	-1013	★3
南西砦67	-112	-239	★3
南西砦68	-113	-284	★2
南西砦69	-113	-334	★4
南西砦70	-112	-374	★4
南西砦71	-106	-418	★2
南西砦72	-106	-459	★5
南西砦73	-113	-505	★3
南西砦74	-107	-548	★2
南西砦75	-109	-593	★2
南西砦76	-108	-637	★3
南西砦77	-106	-679	★2
南西砦78	-110	-727	★5
南西砦79	-109	-771	★2
南西砦80	-109	-814	★1
南西砦81	-106	-857	★1
南西砦82	-113	-905	★3
南西砦83	-112	-944	★3
南西砦84	-109	-988	★5
南西砦85	-112	-1032	★2
南西砦86	-132	-224	★2
南西砦87	-134	-261	★5
南西砦88	-128	-308	★1
南西砦89	-131	-349	★2
南西砦90	-131	-397	★5
南西砦91	-135	-441	★1
南西砦92	-133	-482	★2
南西砦93	-129	-532	★5
南西砦94	-130	-569	★1
南西砦95	-134	-618	★1
南西砦96	-129	-659	★1
南西砦97	-129	-704	★3
南西砦98	-132	-749	★3
南西砦99	-134	-795	★4
南西砦100	-135	-839	★5
南西砦101	-130	-881	★5
南西砦102	-132	-925	★2
南西砦103	-136	-971	★4
南西砦104	-135	-1016	★3
南西砦105	-132	-1053	★3
南西砦106	-134	-1097	★2
南西砦107	-129	-1144	★4
南西砦108	-133	-1184	★1
南西砦109	-136	-1231	★4
南西砦110	-134	-1275	★5
南西砦111	-151	-241	★5
南西砦112	-154	-290	★3
南西砦113	-153	-334	★3
南西砦114	-153	-372	★3
南西砦115	-151	-415	★4
南西砦116	-153	-465	★3
南西砦117	-156	-508	★1
南西砦118	-155	-548	★3
南西砦119	-152	-598	★2
南西砦120	-155	-637	★3
南西砦121	-158	-679	★1
南西砦122	-152	-725	★2
南西砦123	-154	-767	★3
南西砦124	-151	-812	★2
南西砦125	-154	-854	★2
南西砦126	-152	-902	★4
南西砦127	-156	-942	★3
南西砦128	-150	-993	★2
南西砦129	-155	-1035	★2
南西砦130	-153	-1077	★1
南西砦131	-151	-1118	★3
南西砦132	-154	-1168	★4
南西砦133	-151	-1211	★3
南西砦134	-158	-1252	★3
南西砦135	-178	-219	★3
南西砦136	-172	-262	★2
南西砦137	-177	-309	★1
南西砦138	-179	-353	★2
南西砦139	-179	-398	★1
南西砦140	-172	-438	★1
南西砦141	-177	-486	★3
南西砦142	-176	-532	★2
南西砦143	-174	-571	★3
南西砦144	-172	-619	★1
南西砦145	-174	-660	★1
南西砦146	-177	-700	★5
南西砦147	-176	-745	★1
南西砦148	-172	-792	★3
南西砦149	-175	-838	★3
南西砦150	-178	-883	★4
南西砦151	-174	-924	★5
南西砦152	-180	-964	★2
南西砦153	-172	-1015	★2
南西砦154	-178	-1056	★5
南西砦155	-179	-1232	★3
南西砦156	-178	-1272	★3
南西砦157	-202	-246	★3
南西砦158	-197	-285	★2
南西砦159	-197	-334	★3
南西砦160	-199	-377	★4
南西砦161	-198	-414	★4
南西砦162	-201	-466	★3
南西砦163	-202	-507	★2
南西砦164	-198	-550	★4
南西砦165	-202	-590	★3
南西砦166	-202	-641	★5
南西砦167	-198	-679	★3
南西砦168	-201	-726	★2
南西砦169	-200	-771	★1
南西砦170	-198	-811	★3
南西砦171	-197	-857	★5
南西砦172	-202	-903	★2
南西砦173	-195	-949	★3
南西砦174	-201	-991	★1
南西砦175	-195	-1034	★5
南西砦176	-194	-1080	★1
南西砦177	-199	-1212	★5
南西砦178	-200	-1254	★5
南西砦179	-221	-43	★2
南西砦180	-216	-88	★2
南西砦181	-221	-133	★1
南西砦182	-223	-178	★1
南西砦183	-223	-218	★5
南西砦184	-219	-265	★2
南西砦185	-216	-305	★3
南西砦186	-223	-355	★1
南西砦187	-223	-395	★4
南西砦188	-216	-444	★3
南西砦189	-219	-480	★2
南西砦190	-217	-531	★3
南西砦191	-223	-574	★2
南西砦192	-220	-612	★2
南西砦193	-217	-658	★3
南西砦194	-223	-707	★5
南西砦195	-224	-746	★2
南西砦196	-220	-792	★4
南西砦197	-216	-832	★2
南西砦198	-218	-880	★1
南西砦199	-224	-927	★1
南西砦200	-220	-966	★2
南西砦201	-224	-1015	★3
南西砦202	-221	-1056	★2
南西砦203	-219	-1233	★4
南西砦204	-223	-1276	★3
南西砦205	-242	-23	★1
南西砦206	-241	-63	★1
南西砦207	-242	-114	★3
南西砦208	-244	-157	★2
南西砦209	-241	-202	★3
南西砦210	-239	-245	★2
南西砦211	-240	-288	★1
南西砦212	-243	-329	★1
南西砦213	-238	-377	★4
南西砦214	-241	-418	★5
南西砦215	-240	-466	★3
南西砦216	-241	-509	★2
南西砦217	-242	-548	★2
南西砦218	-240	-597	★2
南西砦219	-243	-637	★2
南西砦220	-246	-683	★3
南西砦221	-241	-722	★5
南西砦222	-242	-769	★3
南西砦223	-242	-811	★1
南西砦224	-239	-855	★2
南西砦225	-245	-899	★2
南西砦226	-241	-947	★2
南西砦227	-246	-991	★2
南西砦228	-239	-1032	★3
南西砦229	-238	-1082	★1
南西砦230	-241	-1208	★2
南西砦231	-242	-1258	★1
南西砦232	-266	-41	★5
南西砦233	-264	-91	★5
南西砦234	-264	-132	★2
南西砦235	-264	-179	★2
南西砦236	-265	-220	★5
南西砦237	-267	-264	★1
南西砦238	-263	-312	★1
南西砦239	-262	-353	★2
南西砦240	-266	-398	★2
南西砦241	-268	-444	★3
南西砦242	-262	-487	★5
南西砦243	-264	-532	★4
南西砦244	-264	-576	★2
南西砦245	-263	-615	★2
南西砦246	-266	-663	★1
南西砦247	-265	-700	★1
南西砦248	-260	-752	★1
南西砦249	-265	-788	★3
南西砦250	-260	-835	★3
南西砦251	-262	-884	★4
南西砦252	-262	-921	★3
南西砦253	-260	-969	★2
南西砦254	-268	-1008	★1
南西砦255	-262	-1060	★3
南西砦256	-264	-1230	★2
南西砦257	-264	-1277	★2
南西砦258	-283	-24	★1
南西砦259	-284	-66	★2
南西砦260	-286	-114	★1
南西砦261	-286	-156	★2
南西砦262	-285	-202	★3
南西砦263	-288	-245	★3
南西砦264	-282	-287	★5
南西砦265	-284	-328	★3
南西砦266	-290	-375	★1
南西砦267	-287	-418	★2
南西砦268	-289	-464	★2
南西砦269	-283	-504	★3
南西砦270	-290	-550	★2
南西砦271	-285	-595	★1
南西砦272	-290	-634	★2
南西砦273	-290	-679	★1
南西砦274	-283	-725	★3
南西砦275	-284	-773	★4
南西砦276	-287	-817	★2
南西砦277	-283	-858	★3
南西砦278	-286	-900	★5
南西砦279	-282	-946	★2
南西砦280	-288	-986	★2
南西砦281	-290	-1038	★2
南西砦282	-286	-1080	★5
南西砦283	-284	-1126	★2
南西砦284	-287	-1162	★1
南西砦285	-283	-1213	★3
南西砦286	-283	-1254	★5
南西砦287	-312	-46	★2
南西砦288	-304	-86	★3
南西砦289	-308	-133	★4
南西砦290	-312	-178	★1
南西砦291	-309	-223	★3
南西砦292	-312	-260	★3
南西砦293	-312	-307	★2
南西砦294	-304	-351	★3
南西砦295	-304	-399	★3
南西砦296	-305	-442	★3
南西砦297	-308	-488	★2
南西砦298	-308	-525	★1
南西砦299	-312	-568	★3
南西砦300	-309	-617	★3
南西砦301	-311	-659	★1
南西砦302	-305	-708	★2
南西砦303	-308	-746	★5
南西砦304	-308	-792	★1
南西砦305	-306	-836	★3
南西砦306	-311	-879	★2
南西砦307	-304	-924	★1
南西砦308	-305	-971	★2
南西砦309	-306	-1011	★2
南西砦310	-306	-1060	★4
南西砦311	-307	-1104	★1
南西砦312	-306	-1148	★3
南西砦313	-309	-1188	★2
南西砦314	-311	-1233	★2
南西砦315	-306	-1272	★3
南西砦316	-332	-19	★1
南西砦317	-334	-69	★1
南西砦318	-332	-108	★1
南西砦319	-326	-156	★1
南西砦320	-334	-201	★1
南西砦321	-331	-244	★2
南西砦322	-331	-285	★1
南西砦323	-334	-330	★2
南西砦324	-330	-376	★5
南西砦325	-334	-416	★1
南西砦326	-331	-459	★3
南西砦327	-327	-505	★1
南西砦328	-330	-549	★2
南西砦329	-330	-594	★2
南西砦330	-329	-637	★3
南西砦331	-327	-686	★2
南西砦332	-333	-729	★3
南西砦333	-332	-774	★2
南西砦334	-330	-810	★2
南西砦335	-329	-854	★5
南西砦336	-332	-903	★3
南西砦337	-334	-944	★1
南西砦338	-326	-989	★3
南西砦339	-330	-1038	★1
南西砦340	-328	-1082	★1
南西砦341	-334	-1122	★2
南西砦342	-334	-1167	★5
南西砦343	-332	-1209	★3
南西砦344	-330	-1255	★1
南西砦345	-356	-40	★3
南西砦346	-350	-84	★3
南西砦347	-352	-132	★2
南西砦348	-355	-173	★3
南西砦349	-350	-218	★1
南西砦350	-356	-260	★2
南西砦351	-349	-304	★4
南西砦352	-352	-355	★2
南西砦353	-349	-398	★1
南西砦354	-355	-444	★4
南西砦355	-351	-485	★3
南西砦356	-352	-524	★1
南西砦357	-353	-574	★2
南西砦358	-349	-613	★5
南西砦359	-356	-661	★5
南西砦360	-352	-702	★2
南西砦361	-354	-744	★5
南西砦362	-353	-795	★2
南西砦363	-353	-837	★5
南西砦364	-353	-876	★1
南西砦365	-350	-926	★1
南西砦366	-354	-969	★2
南西砦367	-354	-1015	★2
南西砦368	-355	-1052	★3
南西砦369	-354	-1103	★3
南西砦370	-348	-1140	★2
南西砦371	-355	-1186	★2
南西砦372	-353	-1234	★3
南西砦373	-352	-1279	★3
南西砦374	-376	-20	★1
南西砦375	-372	-69	★3
南西砦376	-374	-112	★1
南西砦377	-371	-150	★4
南西砦378	-377	-194	★2
南西砦379	-377	-245	★5
南西砦380	-372	-290	★1
南西砦381	-371	-332	★1
南西砦382	-370	-373	★3
南西砦383	-378	-421	★1
南西砦384	-376	-466	★1
南西砦385	-378	-506	★3
南西砦386	-377	-549	★2
南西砦387	-371	-594	★1
南西砦388	-378	-639	★3
南西砦389	-371	-682	★3
南西砦390	-371	-725	★2
南西砦391	-373	-773	★1
南西砦392	-374	-818	★1
南西砦393	-376	-862	★2
南西砦394	-372	-904	★4
南西砦395	-378	-946	★3
南西砦396	-371	-989	★3
南西砦397	-375	-1032	★1
南西砦398	-370	-1076	★2
南西砦399	-377	-1122	★1
南西砦400	-373	-1167	★3
南西砦401	-378	-1210	★5
南西砦402	-375	-1254	★2
南西砦403	-398	-42	★1
南西砦404	-393	-91	★5
南西砦405	-395	-131	★4
南西砦406	-396	-174	★1
南西砦407	-398	-219	★3
南西砦408	-399	-268	★4
南西砦409	-395	-309	★4
南西砦410	-399	-348	★2
南西砦411	-395	-396	★3
南西砦412	-398	-444	★4
南西砦413	-397	-488	★3
南西砦414	-393	-527	★5
南西砦415	-395	-576	★2
南西砦416	-395	-619	★2
南西砦417	-394	-663	★2
南西砦418	-396	-702	★4
南西砦419	-397	-751	★1
南西砦420	-392	-790	★1
南西砦421	-399	-837	★2
南西砦422	-400	-878	★2
南西砦423	-392	-922	★2
南西砦424	-399	-969	★4
南西砦425	-400	-1008	★2
南西砦426	-392	-1057	★4
南西砦427	-399	-1097	★2
南西砦428	-394	-1142	★2
南西砦429	-393	-1184	★5
南西砦430	-398	-1228	★2
南西砦431	-395	-1274	★3
南西砦432	-421	-19	★1
南西砦433	-422	-66	★2
南西砦434	-415	-111	★1
南西砦435	-415	-151	★5
南西砦436	-417	-202	★2
南西砦437	-422	-246	★5
南西砦438	-419	-285	★1
南西砦439	-420	-331	★4
南西砦440	-418	-378	★2
南西砦441	-420	-421	★2
南西砦442	-422	-464	★2
南西砦443	-420	-509	★3
南西砦444	-415	-552	★2
南西砦445	-420	-594	★2
南西砦446	-421	-638	★2
南西砦447	-420	-678	★1
南西砦448	-419	-724	★1
南西砦449	-422	-770	★1
南西砦450	-415	-812	★3
南西砦451	-420	-854	★1
南西砦452	-416	-903	★3
南西砦453	-420	-944	★5
